GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0051597,0.000000018931,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,response to methylmercury,other biological processes,P
GO:0051597,0.000000018931,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,response to methylmercury,other biological processes,P
GO:0051597,0.000000018931,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,response to methylmercury,other biological processes,P
GO:0051597,0.000000018931,LOC105320186,0.00196376379660383,1.52208521839838,arylsulfatase B isoform X1,105320186,NC_047564.1,4182499,4193409,response to methylmercury,other biological processes,P
GO:0055001,0.000008331140,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67759683,67773557,muscle cell development,other biological processes,P
GO:0055001,0.000008331140,LOC109618896,0.000987208983863439,-1.63639757952883,multiple epidermal growth factor-like domains protein 10 isoform X1,109618896,NC_047559.1,28214308,28227022,muscle cell development,other biological processes,P
GO:0055001,0.000008331140,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751380,61759728,muscle cell development,other biological processes,P
GO:0055001,0.000008331140,LOC109617890,0.000618982869900736,-2.23681319643817,multiple epidermal growth factor-like domains protein 10 isoform X1,109617890,NC_047560.1,61751364,61759728,muscle cell development,other biological processes,P
GO:0055001,0.000008331140,LOC105323700,0.00310332842724422,-2.10269797622111,multiple epidermal growth factor-like domains protein 10 isoform X3,105323700,NC_047563.1,67760538,67773557,muscle cell development,other biological processes,P
GO:0060148,0.00327,LOC117689449,0.0000792703177398324,-1.67447615894981,RNA-dependent RNA polymerase 2-like isoform X1,117689449,NC_047561.1,31839526,31848432,positive regulation of posttranscriptional gene silencing,other metabolic processes,P
GO:0060148,0.00327,LOC117689449,0.0000792703177398324,-1.67447615894981,RNA-dependent RNA polymerase 2-like isoform X1,117689449,NC_047561.1,31845235,31848432,positive regulation of posttranscriptional gene silencing,other metabolic processes,P
GO:0060164,0.00743,LOC105336096,0.00149388965300803,-1.54377641525004,nuclear receptor subfamily 2 group E member 1,105336096,NC_047563.1,38308193,38314735,regulation of timing of neuron differentiation,developmental processes,P
GO:0060347,0.00649,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45957982,45984413,heart trabecula formation,developmental processes,P
GO:0060347,0.00649,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45954289,45984413,heart trabecula formation,developmental processes,P
GO:0060347,0.00649,LOC105327040,0.000788933626239276,-1.61014191757192,uncharacterized protein LOC105327040 isoform X2,105327040,NC_047566.1,45949296,45984413,heart trabecula formation,developmental processes,P
GO:0060402,0.00096,LOC105319697,0.00000000000000388308461626352,-1.78238676190955,sodium/calcium exchanger 3 isoform X3,105319697,NC_047568.1,45562249,45571944,calcium ion transport into cytosol,transport,P
GO:0070165,0.00345,LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,105348135,NC_047563.1,34551793,34553312,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00345,LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,105348135,NC_047563.1,34551834,34553312,positive regulation of adiponectin secretion,cell-cell signaling,P
GO:0070165,0.00345,LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,105348135,NC_047563.1,34551793,34553312,positive regulation of adiponectin secretion,transport,P
GO:0070165,0.00345,LOC105348135,0.0000022501118006338,3.65918949956071,uncharacterized protein LOC105348135,105348135,NC_047563.1,34551834,34553312,positive regulation of adiponectin secretion,transport,P
GO:0070296,0.000039018797,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900410,72909076,sarcoplasmic reticulum calcium ion transport,transport,P
GO:0070296,0.000039018797,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72873367,72909076,sarcoplasmic reticulum calcium ion transport,transport,P
GO:0070296,0.000039018797,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72900073,72909076,sarcoplasmic reticulum calcium ion transport,transport,P
GO:0070296,0.000039018797,LOC105342216,0.000092672888301861,1.72061484865036,uncharacterized protein LOC105342216 isoform X2,105342216,NC_047560.1,72888142,72909076,sarcoplasmic reticulum calcium ion transport,transport,P
